VendaID,Data,ClienteID,ProdutoID,Canal,Forma_Pagamento,Status,Quantidade,Preco_Unit,Desconto_Perc,Receita_Bruta,Receita_Liquida,Custo_Total,Lucro,Cidade,UF,Segmento_Cliente
V038351,2025-01-20,C000306,P000067,Loja Física,Pix,Cancelado,6,11.32,0.209,67.92,53.72,41.1,12.62,Contagem,MG,Varejo
V034003,2024-11-11,C000207,P000381,Online,Pix,Entregue,1,17.22,0.182,17.22,14.09,9.64,4.45,Taguatinga,DF,Corporate
V010601,2025-03-06,C000572,P000314,Online,Pix,Entregue,2,6.47,0.303,12.94,9.02,10.04,-1.02,Niterói,RJ,Varejo
V006937,2024-02-21,C000205,P000010,Loja Física,Boleto,Entregue,3,10.43,0.152,31.29,26.53,16.68,9.85,Fortaleza,CE,Premium
V034097,2025-06-14,C000096,P000312,Marketplace,Pix,Devolvido,6,16.04,0.261,96.24,71.12,65.7,5.42,São Paulo,SP,Varejo
V038823,2024-06-19,C000289,P000196,Loja Física,Crédito,Cancelado,1,18.95,0.037,18.95,18.25,12.36,5.89,Salvador,BA,Corporate
V030889,2024-02-15,C000691,P000013,Loja Física,Pix,Entregue,1,10.97,0.047,10.97,10.45,8.25,2.2,Contagem,MG,Varejo
V001499,2024-04-11,C000293,P000562,Online,Débito,Entregue,5,22.63,0.132,113.15,98.21,76.25,21.96,Brasília,DF,Atacado
V029446,2025-06-25,C001108,P001056,Loja Física,Crédito,Entregue,2,8.69,0.033,17.38,16.81,12.24,4.57,Curitiba,PR,Corporate
V029518,2024-10-09,C000099,P000173,Online,Boleto,Entregue,3,17.58,0.035,52.74,50.89,37.29,13.6,Curitiba,PR,Premium
V032132,2024-04-02,C000950,P001115,Marketplace,Débito,Entregue,4,9.7,0.35,38.8,25.22,29.04,-3.82,Joinville,SC,Varejo
V031915,2024-12-27,C001033,P000315,Online,Pix,Entregue,3,26.63,0.029,79.89,77.57,53.55,24.02,Sorocaba,SP,Varejo
V020538,2025-05-19,C000927,P000011,Marketplace,Boleto,Entregue,3,8.58,0.137,25.74,22.21,15.87,6.34,Rio de Janeiro,RJ,Varejo
V031680,2024-04-23,C000665,P000947,Loja Física,Crédito,Entregue,3,11.95,0.35,35.85,23.3,28.53,-5.23,Ceilândia,DF,Varejo
V028407,2024-11-16,C001010,P000172,Loja Física,Crédito,Entregue,2,20.79,0.038,41.58,40.0,31.76,8.24,Florianópolis,SC,Varejo
V049271,2024-12-13,C001263,P000032,Loja Física,Boleto,Entregue,2,25.97,0.112,51.94,46.12,30.68,15.44,Jaboatão dos Guararapes,PE,Varejo
V047069,2025-06-03,C000275,P000424,Online,Crédito,Entregue,5,10.28,0.121,51.4,45.18,40.25,4.93,Santa Maria,RS,Corporate
V028692,2024-06-03,C000376,P000430,Online,Crédito,Cancelado,1,27.05,0.153,27.05,22.91,15.38,7.53,Fortaleza,CE,Varejo
V048330,2024-08-27,C000534,P000149,Online,Crédito,Entregue,4,7.99,0.161,31.96,26.81,25.96,0.85,Fortaleza,CE,Corporate
V041821,2025-07-14,C000882,P001041,Online,Crédito,Entregue,6,5.04,0.161,30.24,25.37,19.02,6.35,Feira de Santana,BA,Varejo
V013535,2024-01-05,C001282,P000411,Online,Pix,Entregue,4,15.41,0.176,61.64,50.79,44.12,6.67,Ceilândia,DF,Corporate
V035459,2024-07-14,C000046,P001190,Loja Física,Pix,Entregue,1,17.02,0.35,17.02,11.06,9.94,1.12,Santos,SP,Premium
V004860,2024-04-26,C000401,P000915,Loja Física,Crédito,Entregue,3,10.18,0.108,30.54,27.24,23.25,3.99,Porto Alegre,RS,Varejo
V030932,2024-02-22,C000175,P000766,Online,Débito,Entregue,3,33.02,0.066,99.06,92.52,78.21,14.31,São Paulo,SP,Atacado
V014075,2025-05-24,C000302,P001155,Loja Física,Crédito,Entregue,1,16.51,0.087,16.51,15.07,9.65,5.42,Volta Redonda,RJ,Premium
V039012,2025-07-28,C000772,P000523,Online,Pix,Entregue,7,15.01,0.063,105.07,98.45,72.73,25.72,Curitiba,PR,Atacado
V015445,2024-05-11,C000008,P001132,Loja Física,Boleto,Entregue,4,21.1,0.045,84.4,80.6,51.36,29.24,Belo Horizonte,MG,Varejo
V042645,2024-02-17,C000763,P000647,Loja Física,Pix,Cancelado,1,5.98,0.165,5.98,4.99,4.04,0.95,Recife,PE,Varejo
V042825,2024-08-19,C000591,P000057,Loja Física,Pix,Entregue,4,23.25,0.242,93.0,70.49,51.16,19.33,Santos,SP,Corporate
V000485,2024-12-27,C000280,P000445,Loja Física,Crédito,Entregue,1,18.11,0.086,18.11,16.55,10.09,6.46,Gama,DF,Atacado
V040140,2024-04-21,C000596,P000220,Online,Débito,Entregue,4,15.04,0.308,60.16,41.63,39.24,2.39,Ponta Grossa,PR,Varejo
V035249,2024-12-08,C000844,P000054,Online,Pix,Entregue,6,29.7,0.033,178.2,172.32,98.28,74.04,Vitória da Conquista,BA,Varejo
V047553,2024-02-06,C001093,P000666,Online,Pix,Entregue,2,14.06,0.04,28.12,27.0,16.92,10.08,Campinas,SP,Varejo
V035752,2025-01-10,C001203,P001182,Loja Física,Pix,Entregue,4,14.07,0.165,56.28,46.99,36.84,10.15,Taguatinga,DF,Corporate
V031135,2024-04-06,C000278,P000527,Marketplace,Crédito,Entregue,2,14.87,0.075,29.74,27.51,18.76,8.75,Vitória da Conquista,BA,Varejo
V019233,2024-01-13,C000378,P000327,Loja Física,Pix,Entregue,3,57.63,0.179,172.89,141.94,98.67,43.27,Juiz de Fora,MG,Corporate
V014476,2025-08-01,C001352,P000208,Loja Física,Crédito,Entregue,1,13.88,0.117,13.88,12.26,10.21,2.05,Camaçari,BA,Varejo
V029801,2024-07-08,C000997,P000705,Online,Crédito,Entregue,3,4.34,0.276,13.02,9.43,7.68,1.75,Caucaia,CE,Varejo
V031802,2024-06-19,C000164,P000251,Televendas,Pix,Entregue,2,21.62,0.088,43.24,39.43,30.78,8.65,Sorocaba,SP,Varejo
V024676,2025-05-11,C000980,P000036,Loja Física,Crédito,Entregue,4,7.16,0.213,28.64,22.54,19.28,3.26,Londrina,PR,Varejo
V005237,2024-10-07,C000876,P000604,Marketplace,Crédito,Entregue,2,16.08,0.048,32.16,30.62,18.92,11.7,Maracanaú,CE,Premium
V028202,2024-12-16,C000214,P000603,Online,Crédito,Entregue,3,18.95,0.101,56.85,51.11,37.98,13.13,Santos,SP,Atacado
V008043,2024-04-08,C001472,P000636,Marketplace,Débito,Entregue,1,9.29,0.023,9.29,9.08,5.42,3.66,Campinas,SP,Varejo
V003768,2024-06-30,C000910,P000165,Online,Crédito,Entregue,1,13.04,0.047,13.04,12.43,7.01,5.42,Contagem,MG,Atacado
V031210,2025-06-19,C000569,P000540,Online,Crédito,Entregue,5,15.57,0.156,77.85,65.71,43.15,22.56,Rio de Janeiro,RJ,Varejo
V022330,2024-11-01,C000867,P000923,Loja Física,Pix,Entregue,3,27.22,0.142,81.66,70.06,49.29,20.77,Juazeiro do Norte,CE,Corporate
V037278,2024-05-25,C000267,P000950,Online,Pix,Entregue,3,7.57,0.031,22.71,22.01,17.19,4.82,Pelotas,RS,Varejo
V029833,2024-09-05,C000443,P000469,Online,Crédito,Entregue,4,15.82,0.077,63.28,58.41,46.6,11.81,Taguatinga,DF,Premium
V007525,2024-07-03,C001107,P000780,Online,Boleto,Entregue,3,10.76,0.217,32.28,25.28,24.24,1.04,Jaboatão dos Guararapes,PE,Corporate
V006808,2025-02-10,C000633,P000031,Marketplace,Pix,Entregue,3,18.32,0.271,54.96,40.07,41.01,-0.94,Sorocaba,SP,Varejo
V011099,2025-03-12,C000435,P001191,Online,Crédito,Entregue,3,14.78,0.114,44.34,39.29,28.23,11.06,Santos,SP,Varejo
V004730,2024-06-03,C000712,P000739,Online,Crédito,Entregue,4,16.97,0.164,67.88,56.75,48.44,8.31,Belo Horizonte,MG,Atacado
V006770,2024-03-30,C001485,P000132,Loja Física,Crédito,Entregue,4,29.92,0.105,119.68,107.11,69.84,37.27,Olinda,PE,Varejo
V023258,2024-02-24,C001326,P001134,Online,Crédito,Entregue,3,20.11,0.049,60.33,57.37,33.87,23.5,Olinda,PE,Varejo
V009554,2024-10-28,C001173,P000124,Loja Física,Débito,Entregue,2,12.78,0.153,25.56,21.65,19.0,2.65,Rio de Janeiro,RJ,Atacado
V011911,2025-04-01,C000859,P000807,Marketplace,Pix,Entregue,5,20.89,0.051,104.45,99.12,65.5,33.62,Juiz de Fora,MG,Varejo
V025134,2024-04-18,C001431,P000650,Online,Crédito,Entregue,3,8.35,0.165,25.05,20.92,16.53,4.39,Santa Maria,RS,Varejo
V019367,2025-01-08,C001271,P001173,Online,Débito,Entregue,3,11.57,0.02,34.71,34.02,23.34,10.68,Olinda,PE,Varejo
V016003,2024-12-08,C001489,P000134,Loja Física,Crédito,Entregue,4,24.4,0.083,97.6,89.5,63.52,25.98,Juiz de Fora,MG,Varejo
V001645,2024-03-23,C000884,P000035,Loja Física,Crédito,Entregue,2,33.38,0.08,66.76,61.42,49.28,12.14,Fortaleza,CE,Varejo
V045781,2024-05-16,C000730,P000552,Loja Física,Pix,Entregue,3,17.24,0.128,51.72,45.1,29.19,15.91,Florianópolis,SC,Premium
V020135,2025-05-05,C001086,P001099,Loja Física,Crédito,Entregue,4,8.14,0.202,32.56,25.98,20.92,5.06,Blumenau,SC,Varejo
V028822,2025-06-09,C000976,P001155,Online,Débito,Entregue,1,16.88,0.078,16.88,15.56,9.65,5.91,Santos,SP,Atacado
V027637,2025-06-03,C000792,P000861,Online,Pix,Entregue,4,7.95,0.35,31.8,20.67,23.76,-3.09,Juiz de Fora,MG,Atacado
V040658,2024-10-05,C000352,P000252,Loja Física,Débito,Entregue,1,9.18,0.103,9.18,8.23,6.11,2.12,São Paulo,SP,Varejo
V003280,2025-07-25,C000892,P000067,Marketplace,Crédito,Entregue,2,11.86,0.076,23.72,21.92,13.7,8.22,Caruaru,PE,Varejo
V043954,2024-05-31,C000037,P000482,Loja Física,Débito,Entregue,3,9.96,0.172,29.88,24.74,17.43,7.31,Sorocaba,SP,Varejo
V039538,2025-03-28,C000637,P001089,Marketplace,Débito,Entregue,2,13.53,0.128,27.06,23.6,18.9,4.7,Camaçari,BA,Varejo
V044981,2024-02-22,C000011,P000120,Marketplace,Crédito,Entregue,4,12.28,0.152,49.12,41.65,28.72,12.93,São Paulo,SP,Varejo
V022666,2025-01-21,C000343,P000360,Online,Crédito,Entregue,1,18.26,0.13,18.26,15.89,13.06,2.83,Contagem,MG,Varejo
V008249,2024-04-04,C000814,P000747,Loja Física,Pix,Entregue,2,8.96,0.16,17.92,15.05,11.12,3.93,Caxias do Sul,RS,Varejo
V016167,2024-02-21,C000365,P000931,Marketplace,Débito,Entregue,3,8.52,0.153,25.56,21.65,19.86,1.79,Florianópolis,SC,Varejo
V031709,2025-02-12,C001191,P000406,Loja Física,Pix,Entregue,4,7.71,0.028,30.84,29.98,23.92,6.06,Pelotas,RS,Varejo
V037418,2024-08-09,C001035,P000260,Loja Física,Débito,Entregue,4,19.56,0.151,78.24,66.43,45.08,21.35,Volta Redonda,RJ,Premium
V038543,2024-01-02,C000719,P000017,Online,Crédito,Entregue,2,8.13,0.188,16.26,13.2,9.5,3.7,Campinas,SP,Varejo
V038706,2024-02-09,C000948,P000848,Loja Física,Boleto,Entregue,3,10.29,0.171,30.87,25.59,23.88,1.71,Recife,PE,Premium
V040565,2024-11-22,C000127,P000553,Loja Física,Boleto,Entregue,2,17.75,0.032,35.5,34.36,20.98,13.38,Recife,PE,Varejo
V026085,2025-04-16,C000765,P000260,Marketplace,Crédito,Entregue,4,19.51,0.065,78.04,72.97,45.08,27.89,Salvador,BA,Atacado
V017005,2024-12-24,C000540,P000701,Loja Física,Crédito,Cancelado,5,14.68,0.215,73.4,57.62,39.75,17.87,Sorocaba,SP,Varejo
V042437,2025-01-19,C000176,P000556,Marketplace,Pix,Entregue,4,12.76,0.1,51.04,45.94,39.04,6.9,Olinda,PE,Corporate
V006706,2025-03-30,C000624,P000468,Loja Física,Débito,Entregue,4,32.2,0.172,128.8,106.65,78.48,28.17,Ribeirão Preto,SP,Varejo
V010173,2024-12-19,C000833,P000412,Marketplace,Pix,Entregue,1,14.33,0.054,14.33,13.56,10.49,3.07,Belo Horizonte,MG,Varejo
V022086,2024-04-07,C000816,P000537,Online,Débito,Entregue,1,13.9,0.062,13.9,13.04,10.11,2.93,Rio de Janeiro,RJ,Varejo
V048744,2024-08-31,C000114,P000859,Online,Pix,Entregue,3,23.31,0.207,69.93,55.45,53.16,2.29,Porto Alegre,RS,Varejo
V005153,2024-08-19,C000308,P000719,Marketplace,Pix,Entregue,2,9.44,0.145,18.88,16.14,14.04,2.1,Brasília,DF,Varejo
V013060,2025-04-18,C000403,P000385,Online,Pix,Cancelado,2,11.03,0.183,22.06,18.02,14.26,3.76,Sorocaba,SP,Varejo
V017722,2025-02-14,C001405,P000045,Online,Débito,Entregue,1,14.55,0.182,14.55,11.9,8.42,3.48,Taguatinga,DF,Premium
V042214,2025-05-19,C000403,P000042,Marketplace,Crédito,Entregue,6,9.39,0.151,56.34,47.83,37.62,10.21,Sorocaba,SP,Varejo
V024802,2024-06-27,C000591,P001078,Loja Física,Débito,Entregue,3,19.9,0.124,59.7,52.3,46.92,5.38,Santos,SP,Corporate
V020156,2024-07-25,C001272,P000413,Marketplace,Pix,Entregue,2,14.75,0.071,29.5,27.41,18.22,9.19,Florianópolis,SC,Varejo
V005147,2025-07-02,C000827,P000992,Online,Pix,Entregue,2,10.72,0.284,21.44,15.35,17.06,-1.71,Santos,SP,Corporate
V032730,2025-01-13,C000319,P000292,Loja Física,Débito,Entregue,3,7.8,0.263,23.4,17.25,14.19,3.06,Maracanaú,CE,Varejo
V049253,2024-05-17,C000646,P001132,Loja Física,Crédito,Entregue,4,21.7,0.218,86.8,67.88,51.36,16.52,Londrina,PR,Premium
V049477,2024-02-21,C000791,P000353,Loja Física,Débito,Entregue,1,5.12,0.129,5.12,4.46,3.55,0.91,Santos,SP,Varejo
V039443,2024-03-09,C000570,P001158,Loja Física,Pix,Entregue,3,13.04,0.156,39.12,33.02,29.28,3.74,Belo Horizonte,MG,Varejo
V043121,2025-04-27,C000113,P000403,Online,Débito,Entregue,4,14.04,0.14,56.16,48.3,31.64,16.66,Rio de Janeiro,RJ,Corporate
V018577,2024-09-20,C001402,P000802,Online,Débito,Entregue,4,6.69,0.226,26.76,20.71,20.36,0.35,Brasília,DF,Corporate
V041585,2024-03-26,C000792,P000632,Loja Física,Crédito,Entregue,2,8.2,0.35,16.4,10.66,9.46,1.2,Juiz de Fora,MG,Atacado
V035109,2024-11-24,C001110,P000287,Online,Pix,Entregue,2,4.91,0.202,9.82,7.84,5.32,2.52,Caucaia,CE,Premium
V036718,2025-06-16,C001321,P000679,Online,Pix,Entregue,1,13.64,0.042,13.64,13.07,8.17,4.9,Uberlândia,MG,Varejo
V020617,2025-07-27,C000819,P000714,Marketplace,Débito,Entregue,4,10.03,0.342,40.12,26.4,26.36,0.04,Campinas,SP,Premium
V017769,2024-11-18,C000264,P000905,Loja Física,Crédito,Entregue,3,5.7,0.35,17.1,11.12,12.21,-1.09,Gama,DF,Varejo
V016398,2024-09-25,C000831,P000132,Marketplace,Pix,Cancelado,3,29.65,0.053,88.95,84.24,52.38,31.86,Florianópolis,SC,Varejo
V001233,2024-03-27,C001026,P000864,Televendas,Pix,Entregue,3,15.9,0.238,47.7,36.35,39.93,-3.58,Florianópolis,SC,Premium
V040280,2024-09-22,C000271,P000204,Marketplace,Débito,Entregue,3,30.84,0.233,92.52,70.96,61.11,9.85,Caucaia,CE,Varejo
V011070,2024-12-01,C000282,P000179,Online,Crédito,Entregue,1,3.23,0.113,3.23,2.87,2.42,0.45,Jaboatão dos Guararapes,PE,Corporate
V032394,2024-07-13,C001203,P000216,Marketplace,Crédito,Entregue,3,17.88,0.097,53.64,48.44,31.53,16.91,Taguatinga,DF,Corporate
V009431,2024-05-30,C001405,P001189,Online,Débito,Entregue,3,10.89,0.342,32.67,21.5,25.02,-3.52,Taguatinga,DF,Premium
V017864,2024-02-02,C001339,P000557,Televendas,Boleto,Entregue,7,14.76,0.138,103.32,89.06,76.02,13.04,Fortaleza,CE,Varejo
V034418,2024-08-02,C000993,P001010,Marketplace,Crédito,Entregue,4,8.64,0.127,34.56,30.17,20.56,9.61,Niterói,RJ,Atacado
V044845,2024-12-28,C000706,P000131,Loja Física,Pix,Entregue,3,12.12,0.265,36.36,26.72,22.53,4.19,Ribeirão Preto,SP,Varejo
V027617,2025-01-29,C001278,P000506,Loja Física,Pix,Entregue,4,11.0,0.16,44.0,36.96,25.64,11.32,Juiz de Fora,MG,Varejo
V013035,2024-12-05,C000084,P000445,Marketplace,Pix,Devolvido,1,18.0,0.175,18.0,14.85,10.09,4.76,Caucaia,CE,Atacado
V001604,2024-11-11,C000826,P001067,Loja Física,Pix,Entregue,2,13.89,0.35,27.78,18.06,19.62,-1.56,Ponta Grossa,PR,Varejo
V025037,2024-05-14,C000583,P000107,Loja Física,Débito,Entregue,4,7.67,0.124,30.68,26.88,18.48,8.4,Santos,SP,Varejo
V043369,2024-01-31,C000860,P000269,Marketplace,Pix,Entregue,4,22.7,0.35,90.8,59.02,56.6,2.42,Maringá,PR,Varejo
V008538,2025-02-16,C000127,P000811,Loja Física,Pix,Entregue,3,15.08,0.117,45.24,39.95,26.4,13.55,Recife,PE,Varejo
V028602,2024-02-26,C000168,P001112,Loja Física,Débito,Entregue,2,34.16,0.042,68.32,65.45,40.32,25.13,Gama,DF,Atacado
V030645,2025-06-06,C000941,P001058,Marketplace,Crédito,Entregue,2,11.74,0.265,23.48,17.26,16.7,0.56,Camaçari,BA,Premium
V037322,2025-01-27,C000723,P000815,Online,Débito,Entregue,9,9.32,0.06,83.88,78.85,69.12,9.73,Campinas,SP,Varejo
V017285,2024-08-11,C000704,P000768,Online,Pix,Entregue,4,14.35,0.324,57.4,38.8,41.88,-3.08,Fortaleza,CE,Varejo
V008376,2025-07-05,C000058,P000336,Loja Física,Pix,Entregue,6,11.21,0.076,67.26,62.15,43.62,18.53,Londrina,PR,Varejo
V032583,2024-02-06,C001107,P000283,Marketplace,Crédito,Entregue,1,8.74,0.334,8.74,5.82,6.1,-0.28,Jaboatão dos Guararapes,PE,Corporate
V049233,2025-01-17,C001302,P000828,Online,Pix,Entregue,1,10.01,0.023,10.01,9.78,7.1,2.68,Campos dos Goytacazes,RJ,Varejo
V015351,2024-03-31,C001181,P000633,Marketplace,Crédito,Cancelado,6,31.42,0.139,188.52,162.32,126.48,35.84,Camaçari,BA,Varejo
V042886,2025-05-19,C000731,P000281,Marketplace,Pix,Entregue,2,5.24,0.152,10.48,8.89,7.64,1.25,Caxias do Sul,RS,Varejo
V033627,2025-03-17,C001399,P001109,Online,Crédito,Entregue,5,19.25,0.119,96.25,84.8,53.9,30.9,Fortaleza,CE,Varejo
V001537,2024-10-20,C000027,P000081,Online,Crédito,Entregue,2,13.28,0.108,26.56,23.69,15.86,7.83,Jaboatão dos Guararapes,PE,Atacado
V042912,2025-03-26,C001478,P000713,Loja Física,Crédito,Entregue,2,28.94,0.087,57.88,52.84,36.38,16.46,Ponta Grossa,PR,Premium
V021191,2024-06-12,C000311,P000135,Online,Pix,Entregue,3,12.98,0.135,38.94,33.68,26.01,7.67,Ponta Grossa,PR,Varejo
V001182,2024-10-25,C000738,P000379,Loja Física,Boleto,Entregue,2,31.08,0.35,62.16,40.4,41.2,-0.8,Sorocaba,SP,Varejo
V006584,2024-11-01,C000545,P000464,Marketplace,Boleto,Entregue,4,19.23,0.213,76.92,60.54,55.96,4.58,Santa Maria,RS,Varejo
V011500,2024-12-25,C000376,P000136,Televendas,Crédito,Entregue,2,19.26,0.094,38.52,34.9,22.24,12.66,Fortaleza,CE,Varejo
V030781,2024-10-09,C000867,P000553,Loja Física,Pix,Entregue,4,16.51,0.035,66.04,63.73,41.96,21.77,Juazeiro do Norte,CE,Corporate
V010127,2024-02-07,C000568,P001153,Loja Física,Boleto,Entregue,2,18.63,0.143,37.26,31.93,23.34,8.59,Rio de Janeiro,RJ,Atacado
V013023,2025-03-06,C000964,P000790,Loja Física,Boleto,Entregue,2,15.76,0.107,31.52,28.15,19.3,8.85,Campos dos Goytacazes,RJ,Premium
V034213,2024-01-04,C001436,P000322,Online,Boleto,Entregue,2,9.99,0.133,19.98,17.32,12.96,4.36,Londrina,PR,Corporate
V048908,2024-02-11,C000130,P000123,Online,Pix,Entregue,4,13.35,0.118,53.4,47.1,43.88,3.22,Sorocaba,SP,Corporate
V021229,2024-06-05,C000572,P001131,Online,Crédito,Entregue,4,15.93,0.004,63.72,63.47,43.56,19.91,Niterói,RJ,Varejo
V004456,2025-07-08,C000802,P000315,Loja Física,Crédito,Entregue,5,27.0,0.206,135.0,107.19,89.25,17.94,Caucaia,CE,Varejo
V008441,2024-06-18,C001415,P000399,Marketplace,Débito,Entregue,1,7.54,0.164,7.54,6.3,5.46,0.84,Maracanaú,CE,Corporate
V005713,2025-07-17,C000469,P000824,Online,Crédito,Entregue,2,21.37,0.096,42.74,38.64,26.8,11.84,Ceilândia,DF,Premium
V027663,2024-09-09,C000188,P001085,Marketplace,Crédito,Entregue,3,10.17,0.111,30.51,27.12,19.98,7.14,Ribeirão Preto,SP,Varejo
V019825,2025-02-13,C001218,P000290,Loja Física,Crédito,Entregue,2,8.08,0.108,16.16,14.41,11.96,2.45,Blumenau,SC,Premium
V031176,2024-05-12,C001135,P000881,Loja Física,Pix,Cancelado,5,5.01,0.301,25.05,17.51,14.55,2.96,Salvador,BA,Atacado
V011710,2024-04-24,C001051,P000154,Loja Física,Crédito,Entregue,4,13.81,0.23,55.24,42.53,33.84,8.69,Chapecó,SC,Varejo
V015720,2024-04-12,C001276,P000685,Online,Boleto,Entregue,1,20.95,0.147,20.95,17.87,14.65,3.22,Feira de Santana,BA,Varejo
V020476,2024-08-17,C000298,P000736,Loja Física,Pix,Entregue,1,8.04,0.111,8.04,7.15,5.49,1.66,Olinda,PE,Varejo
V018425,2024-08-17,C000672,P001042,Loja Física,Crédito,Entregue,1,13.46,0.121,13.46,11.83,8.81,3.02,Campos dos Goytacazes,RJ,Varejo
V009550,2024-08-01,C000298,P000681,Online,Crédito,Entregue,3,7.73,0.19,23.19,18.78,15.3,3.48,Olinda,PE,Varejo
V043966,2025-02-22,C001135,P000598,Online,Pix,Entregue,4,20.71,0.194,82.84,66.77,60.4,6.37,Salvador,BA,Atacado
V031207,2024-09-24,C000478,P000603,Online,Crédito,Entregue,2,19.71,0.052,39.42,37.37,25.32,12.05,Londrina,PR,Premium
V012968,2024-08-17,C000254,P000776,Marketplace,Pix,Entregue,2,12.78,0.35,25.56,16.61,14.92,1.69,Belo Horizonte,MG,Varejo
V041471,2025-01-17,C000229,P001070,Loja Física,Crédito,Entregue,4,37.56,0.024,150.24,146.63,88.96,57.67,Campinas,SP,Corporate
V046711,2025-02-15,C000546,P000908,Marketplace,Pix,Entregue,2,13.41,0.264,26.82,19.74,15.98,3.76,Joinville,SC,Varejo
V009294,2024-02-25,C000643,P000560,Marketplace,Crédito,Cancelado,4,11.24,0.028,44.96,43.7,25.16,18.54,Taguatinga,DF,Varejo
V038336,2024-05-14,C000935,P000139,Online,Débito,Cancelado,1,19.66,0.151,19.66,16.69,15.6,1.09,São Paulo,SP,Varejo
V018615,2024-07-08,C001206,P000085,Marketplace,Débito,Entregue,4,8.58,0.24,34.32,26.08,19.0,7.08,Joinville,SC,Varejo
V038275,2024-10-27,C000191,P001103,Online,Pix,Entregue,1,6.98,0.248,6.98,5.25,4.19,1.06,Ribeirão Preto,SP,Varejo
V004520,2024-06-07,C000873,P000589,Loja Física,Crédito,Entregue,5,13.35,0.191,66.75,54.0,44.05,9.95,Vitória da Conquista,BA,Varejo
V022110,2024-05-13,C001025,P000595,Online,Pix,Entregue,2,6.97,0.146,13.94,11.9,9.8,2.1,Feira de Santana,BA,Corporate
V042243,2024-04-24,C001001,P000128,Loja Física,Pix,Entregue,3,14.41,0.174,43.23,35.71,31.05,4.66,Taguatinga,DF,Varejo
V018223,2024-09-04,C001211,P000328,Online,Boleto,Entregue,5,11.13,0.157,55.65,46.91,37.75,9.16,Caucaia,CE,Atacado
V045396,2025-06-14,C000662,P001159,Online,Crédito,Entregue,2,15.04,0.079,30.08,27.7,18.76,8.94,Belo Horizonte,MG,Premium
V004885,2024-07-18,C000919,P001182,Online,Crédito,Entregue,3,14.46,0.309,43.38,29.98,27.63,2.35,Olinda,PE,Varejo
V004507,2024-06-09,C000197,P000655,Loja Física,Crédito,Entregue,4,11.14,0.119,44.56,39.26,26.16,13.1,Maringá,PR,Atacado
V042664,2024-01-24,C000366,P000630,Loja Física,Crédito,Entregue,6,17.23,0.054,103.38,97.8,56.46,41.34,Belo Horizonte,MG,Atacado
V025812,2024-11-26,C001423,P001107,Loja Física,Pix,Entregue,5,52.25,0.096,261.25,236.17,192.95,43.22,Maracanaú,CE,Varejo
V011125,2025-05-15,C000705,P001046,Marketplace,Crédito,Entregue,1,11.49,0.31,11.49,7.93,6.39,1.54,Caucaia,CE,Premium
V000665,2024-07-22,C000634,P000790,Televendas,Crédito,Entregue,5,15.69,0.35,78.45,50.99,48.25,2.74,Sorocaba,SP,Varejo
V019131,2024-08-10,C000738,P000095,Loja Física,Crédito,Entregue,4,12.65,0.019,50.6,49.64,35.48,14.16,Sorocaba,SP,Varejo
V040411,2025-03-21,C000169,P000039,Online,Crédito,Entregue,2,20.57,0.238,41.14,31.35,22.76,8.59,Santos,SP,Varejo
V018300,2024-07-05,C001229,P000741,Loja Física,Pix,Entregue,5,11.0,0.135,55.0,47.58,43.45,4.13,Maringá,PR,Corporate
V006685,2025-01-27,C000936,P000441,Televendas,Pix,Entregue,2,10.8,0.012,21.6,21.34,14.06,7.28,Feira de Santana,BA,Corporate
V000502,2024-08-17,C000776,P000546,Online,Pix,Entregue,3,21.55,0.032,64.65,62.58,36.39,26.19,Santos,SP,Varejo
V028099,2025-01-13,C001070,P000097,Marketplace,Crédito,Entregue,4,11.1,0.088,44.4,40.49,29.4,11.09,Gama,DF,Varejo
V044872,2024-05-22,C001135,P000880,Marketplace,Pix,Entregue,3,13.44,0.154,40.32,34.11,30.27,3.84,Salvador,BA,Atacado
V032651,2024-09-14,C000794,P001142,Online,Crédito,Entregue,1,15.85,0.092,15.85,14.39,8.94,5.45,Jaboatão dos Guararapes,PE,Varejo
V041289,2024-05-20,C001027,P001089,Online,Crédito,Entregue,2,12.78,0.241,25.56,19.4,18.9,0.5,Juazeiro do Norte,CE,Premium
V033571,2025-01-19,C000723,P000360,Online,Crédito,Entregue,3,18.2,0.095,54.6,49.41,39.18,10.23,Campinas,SP,Varejo
V031893,2025-05-20,C000799,P000192,Loja Física,Crédito,Entregue,2,6.57,0.321,13.14,8.92,9.54,-0.62,Ribeirão Preto,SP,Varejo
V049651,2024-08-20,C000060,P000905,Loja Física,Crédito,Entregue,2,5.49,0.071,10.98,10.2,8.14,2.06,Maracanaú,CE,Premium
V048952,2024-06-21,C001208,P000251,Loja Física,Crédito,Cancelado,2,22.3,0.196,44.6,35.86,30.78,5.08,Campinas,SP,Varejo
V018088,2025-07-07,C000472,P000480,Online,Crédito,Entregue,5,19.28,0.149,96.4,82.04,67.35,14.69,São Paulo,SP,Varejo
V011179,2025-06-19,C001350,P001170,Online,Crédito,Entregue,3,3.83,0.166,11.49,9.58,8.34,1.24,Ponta Grossa,PR,Varejo
V019603,2025-02-09,C000003,P000979,Online,Crédito,Entregue,2,17.21,0.026,34.42,33.53,20.0,13.53,Chapecó,SC,Varejo
